original_id,project_or_tender,name,desc,location,pincode,status,budget,url,document_url,sector,sub_sector,timestamp_range,city,min_max
2023_AAI_166262_1,T,"Licence for Books and Videos Outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.","Licence for Books and Videos Outlet  at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.",Goa International Airport,403801,Open Tender,639600.00$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SqRis2KwU4a45nke0qCqKyg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,,"{'published_date': None, 'bid_opening_date': '2023-09-15 11:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-13 17:00:00'}",Goa International Airport,"{'min': '2023-09-13 17:00:00', 'max': '2023-09-15 11:00:00'}"
2023_AAI_166444_1,T,"Licence for Home Fashion Outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.","Licence for Home Fashion Outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.",Goa International Airport,403801,Open Tender,1599000.00$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SgwkNmloROtmWORx9E1hUmA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,,"{'published_date': None, 'bid_opening_date': '2023-09-15 11:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-13 17:00:00'}",Goa International Airport,"{'min': '2023-09-13 17:00:00', 'max': '2023-09-15 11:00:00'}"
2023_AAI_166426_1,T,"Licence for Jewellery Outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.","Licence for Jewellery Outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.",Goa International Airport,403801,Open Tender,1599000.00$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SAoB4%2BVDkYS6ysWX27Mv73g%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,,"{'published_date': None, 'bid_opening_date': '2023-09-15 11:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-13 17:00:00'}",Goa International Airport,"{'min': '2023-09-13 17:00:00', 'max': '2023-09-15 11:00:00'}"
2023_AAI_166448_1,T,"Licence for Watch Outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.","Licence for Watch Outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.",Goa International Airport,403801,Open Tender,639600.00$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SeGkL316rSPvy%2B28xpBUtPQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,,"{'published_date': None, 'bid_opening_date': '2023-09-15 11:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-13 17:00:00'}",Goa International Airport,"{'min': '2023-09-13 17:00:00', 'max': '2023-09-15 11:00:00'}"
2023_AAI_166348_1,T,"Licence for Eyewear Outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.","Licence for Eyewear Outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.",Goa International Airport,403801,Open Tender,319800.00$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SVULb6wCJuMJEcF%2BLeAfAvA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,,"{'published_date': None, 'bid_opening_date': '2023-09-15 11:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-13 17:00:00'}",Goa International Airport,"{'min': '2023-09-13 17:00:00', 'max': '2023-09-15 11:00:00'}"
2023_AAI_166394_1,T,"Licence for Ayurvedic and Herbal product Outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.","Licence for Ayurvedic and Herbal product Outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.",Goa International Airport,403801,Open Tender,3198000.00$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S2oZUeXj4gYCvfp77hR1Ciw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,,"{'published_date': None, 'bid_opening_date': '2023-09-15 11:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-13 17:00:00'}",Goa International Airport,"{'min': '2023-09-13 17:00:00', 'max': '2023-09-15 11:00:00'}"
2023_AAI_166337_1,T,"Licence for Toys and Game Outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.","Licence for Toys and Game Outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.",Goa International Airport,403801,Open Tender,3198000.00$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S470w39RegpIVq0uODCWSJg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,,"{'published_date': None, 'bid_opening_date': '2023-09-15 11:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-13 17:00:00'}",Goa International Airport,"{'min': '2023-09-13 17:00:00', 'max': '2023-09-15 11:00:00'}"
2023_AAI_166251_1,T,"Licence for Footwear Outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.","Licence for Footwear Outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.",Goa International Airport,403801,Open Tender,639600.00$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SDK8oG%2FuHf7hYbq58za%2FMMg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,,"{'published_date': None, 'bid_opening_date': '2023-09-15 11:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-13 17:00:00'}",Goa International Airport,"{'min': '2023-09-13 17:00:00', 'max': '2023-09-15 11:00:00'}"
2023_AAI_166384_1,T,"Licence for Consumer electronics outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.","Licence for Consumer electronics outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.",Goa International Airport,403801,Open Tender,3198000.00$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SUPBEi0lxwa6prOhrhp9ibQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,,"{'published_date': None, 'bid_opening_date': '2023-09-15 11:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-13 17:00:00'}",Goa International Airport,"{'min': '2023-09-13 17:00:00', 'max': '2023-09-15 11:00:00'}"
2023_AAI_161975_2,T,BRANDED EYEWEAR RETAILS SHOP NO  38 SHA,BRANDED EYEWEAR RETAILS SHOP NO  38 SHA AT JABALPUR,APD JABALPUR AIRPORT,482005,Open Tender,29718.00$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sd7d2RQs5evNHd9cknod6iQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,,"{'published_date': None, 'bid_opening_date': '2023-09-15 11:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-13 17:00:00'}",JABALPUR,"{'min': '2023-09-13 17:00:00', 'max': '2023-09-15 11:00:00'}"
2023_AAI_161797_2,T,LICENSEE FOR STAFF CANTEEN TERMINAL BUILDING AT JABALPUR AIRPORT,LICENSEE FOR STAFF CANTEEN TERMINAL BUILDING AT JABALPUR AIRPORT,AAI JABALPUR AIRPORT,482005,Open Tender,497.19$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SB6bjoY8tDBZJQhhGVc0eww%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Hotel/ Catering,,"{'published_date': None, 'bid_opening_date': '2023-09-15 11:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-13 17:00:00'}",JABALPUR,"{'min': '2023-09-13 17:00:00', 'max': '2023-09-15 11:00:00'}"
2023_AAI_166342_1,T,"Combined Contract Facility for operating Snack Bar in the Departure Hall, Vehicle Parking Management Rights, Trolley Retrieval cum Advertisement Rights and Visitor Airport Entry Ticket at Mysuru Airport","Combined Contract Facility for operating Snack Bar in the Departure Hall, Vehicle Parking Management Rights, Trolley Retrieval cum Advertisement Rights and Visitor Airport Entry Ticket at Mysuru Airport","AAI, Mysuru Airport, Mysuru - 571311",571311,Open Tender,1757.59$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SjuftkxRAfZoMNqcyns5QRA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Works,,"{'published_date': None, 'bid_opening_date': '2023-09-15 11:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-13 17:00:00'}",Mysuru Airport,"{'min': '2023-09-13 17:00:00', 'max': '2023-09-15 11:00:00'}"
2023_AAI_166432_1,T,License For Kolhapuri Chappal and Branded Footwear at Kolhapur Airport,License For Kolhapuri Chappal and Branded Footwear in SHA at Kolhapur Airport,"RHQ WR, MUMBAI",416004,Open Tender,24579.36$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sn%2Fu9sv99WGvbGrzJHgvcMg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,,"{'published_date': None, 'bid_opening_date': '2023-09-15 11:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-13 17:00:00'}",NTB KOLHAPUR AIRPORT,"{'min': '2023-09-13 17:00:00', 'max': '2023-09-15 11:00:00'}"
2023_AAI_166252_1,T,Replacement of old feeder cables for GLF,"Replacement of old feeder cables for GLF
System at Mysuru Airport","AAI, HAL Airport",571311,Open Tender,32589.49$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S1NAxptt21bFOpT9PpLoevg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Electrical Works,,"{'published_date': None, 'bid_opening_date': '2023-09-15 11:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-13 17:00:00'}",Mysore Airport,"{'min': '2023-09-13 17:00:00', 'max': '2023-09-15 11:00:00'}"
2023_AAI_166408_1,T,"MISCELLANEOUS CIVIL WORKS FOR WELFARE OF RESIDENTS AND PROVIDING SPORT FACILITIES IN AAI RESIDENTIAL COLONY. SUBHEAD- WIDENING AND RE-CARPETING OF EXISTING ROAD OF RESIDENTIAL COLONY, CISF BARRACKS AND OTHER MISCELLANEOUS WORKS AT DABH AIRPORT,INDORE","MISCELLANEOUS CIVIL WORKS FOR WELFARE OF RESIDENTS AND PROVIDING SPORT FACILITIES IN AAI RESIDENTIAL COLONY. SUBHEAD- WIDENING AND RE-CARPETING OF EXISTING ROAD OF RESIDENTIAL COLONY, CISF BARRACKS AND OTHER MISCELLANEOUS WORKS AT DABH AIRPORT,INDORE","DABH Airport, Indore",452005,Open Tender,319852.00$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SyyLGGkDe0dK7eKbuMdTCCQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Civil Works,,"{'published_date': None, 'bid_opening_date': '2023-09-15 11:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-13 17:00:00'}",Indore,"{'min': '2023-09-13 17:00:00', 'max': '2023-09-15 11:00:00'}"
2023_AAI_165293_2,T,"Work Contract for Operation and Maintenance, additional/alteration works of E and M installations including CMC of ACs and water coolers/purifiers at Bagdogra Airport for 2 years (2023-25)","Work Contract for Operation and Maintenance, additional/alteration works of E and M installations including CMC of ACs and water coolers/purifiers at Bagdogra Airport for 2 years (2023-25)","AAI, Bagdogra Airport",734421,Open Tender,324486.23$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SJBF2QLO1rQwPsAGAW%2FtLwA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Electrical Works,,"{'published_date': None, 'bid_opening_date': '2023-09-15 11:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-13 17:00:00'}",Bagdogra Airport,"{'min': '2023-09-13 17:00:00', 'max': '2023-09-15 11:00:00'}"
2023_AAI_166341_1,T,Misc Civil works involved in Segregation of Old ATC Tower from Operational Area at B M Airport Ranchi,Misc Civil works involved in Segregation of Old ATC Tower from Operational Area at B M Airport Ranchi,"O/o AGM(E-C),B.M. Airport, Ranchi",834002,Open Tender,72800.00$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SzDQd4JUglWsRojtLsv96Tw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Civil Works,,"{'published_date': None, 'bid_opening_date': '2023-09-15 11:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-13 17:00:00'}",Ranchi,"{'min': '2023-09-13 17:00:00', 'max': '2023-09-15 11:00:00'}"
2023_AAI_166335_1,T,Replacement of Batteries for Solar Perimeter Lighting System.,Replacement of Batteries for Solar Perimeter Lighting System.,"O/o, AGM (E-E), AAI, COIMBATORE INTERNATIONAL AIRPORT, COIMBATORE",641014,Open Tender,29192.83$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sfl%2BCUbwxrB0VKmemGoNsEQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Electrical Goods/Equipment,,"{'published_date': None, 'bid_opening_date': '2023-09-15 11:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-13 17:00:00'}",coimbatore international airport,"{'min': '2023-09-13 17:00:00', 'max': '2023-09-15 11:00:00'}"
2023_AAI_166385_1,Rate Contract,Annual Rate Contract for Supply of Fabric flex Banner and Selfie point cut outs,Annual Rate Contract for Supply of Fabric flex Banner and Selfie point cut outs for the year 2023 24,"Manager (MM), AAI,
RHQ, WR, Porta cabin,
Ground floor, New
Airport Colony, Sahar
Road, Mumbai
400099",400099,Open Tender,2733.07$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SneviyFrOX6IMd%2F6gpdeWIA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Goods,Banners and selfie point cutouts,"{'published_date': None, 'bid_opening_date': '2023-09-15 11:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-13 17:00:00'}",Mumbai,"{'min': '2023-09-13 17:00:00', 'max': '2023-09-15 11:00:00'}"
2023_AAI_166303_1,T,"Reconstruction of Rigid portions of Secondary Runway, K and A Taxiway and Strengthening of C Taxiway at NSCBI Airport Kolkata","Reconstruction of Rigid portions of Secondary Runway, K and A Taxiway and Strengthening of C Taxiway at NSCBI Airport Kolkata","Office of ED (Engg) ER and NER, 2nd Floor, Old RD Building, Safdarjung Airport, New Delhi 110003",700052,Open Tender,nan$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SlUiXPX%2FZdS%2BX5s6RMdRO9Q%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Civil Works - Roads,,"{'published_date': None, 'bid_opening_date': '2023-09-15 11:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-13 17:00:00'}",Kolkata,"{'min': '2023-09-13 17:00:00', 'max': '2023-09-15 11:00:00'}"
2023_AAI_166207_1,T,"Provision of perimeter lighting and associated works at SGRDJ International Airport, Amritsar.","Provision of perimeter lighting and associated works at SGRDJ International Airport, Amritsar.",SGRDJI Airport Amritsar,143101,Open Tender,85308.89$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SDcwnV5H%2FY%2FrB%2BtuDj1%2FyBg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Electrical Works,,"{'published_date': None, 'bid_opening_date': '2023-09-15 11:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-13 17:00:00'}",SGRDJI Airport Amritsar,"{'min': '2023-09-13 17:00:00', 'max': '2023-09-15 11:00:00'}"
2023_AAI_166196_1,T,"Licence for Convenience Retail Outlet inside Domestic Arrival at Sri Guru Ram Dass Jee International Airport, Amritsar.","Licence for Convenience Retail Outlet inside Domestic Arrival at Sri Guru Ram Dass Jee International Airport, Amritsar.",Airports Authority of India,143101,Open Tender,2323.75$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Shx0hoO1zTIeopLy9Wb3EWA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,Convenience Retail Outlet,"{'published_date': None, 'bid_opening_date': '2023-09-15 11:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-13 17:00:00'}",Amritsar,"{'min': '2023-09-13 17:00:00', 'max': '2023-09-15 11:00:00'}"
